,Leq,Mode1_Q-factor,Mode1_R_divide_Q,Mode1_frequency,Mode1_shunt_impedance,Mode2_R_divide_Q,Mode2_frequency,R3_left,R3_right,Req,cocave,concave_L,nose,r0_left,r0_right,r1_left,r1_right,r2_left,r2_right,random1,random2,random3_l,random3_r,random4,random5_l,random5_r,random6_l,random6_r,random7_l,random7_r,random8_l,random8_r
0,337.973804,21056.292,465.5049,499.6401,9801807,27.491438,607.92159,60.08858112,111.9564367,143.8929123,125.2206707,122.0390436,2.106298132,0.365203056,0.159180401,0.779601089,0.877635244,19.86096666,11.75708763,127.8929123,0.016469233,0.522297491,0.109949517,114.0609306,0.722180489,0.741008145,0.222603945,0.120567654,0.221099999,0.373185637,0.458877382,0.189714915
1,344.3215258,41482.711,365.43926,499.68791,15159411,3.27E-07,662.04901,156.0554612,125.7446004,218.179713,77.59971767,85.63422104,6.198193435,1.364298677,1.716310252,4.28311688,6.373165422,41.16881484,30.02718961,202.179713,0.030656851,0.203723588,0.35838542,32.21060333,0.497408466,0.450739857,0.393240075,0.509201862,0.440259718,0.456198141,0.378438957,0.294406849
2,124.845269,17663.664,144.96137,499.68366,2560548.9,0.092390142,1545.1598,51.85740051,56.04436625,133.7864359,57.62292199,58.05923895,10.05597589,4.532933857,0.122168884,9.393285744,19.74428049,28.21908321,4.78430868,117.7864359,0.085374651,0.518637528,0.47977233,12.7565365,0.930099145,0.923109421,0.748113249,0.098302816,0.397457323,0.876413673,0.662159289,0.105453613
3,182.3655172,31111.215,237.03949,499.62938,7374586.5,5.99E-08,964.3254,81.50814289,79.56455655,203.9047547,55.99000842,52.48178058,9.690468916,2.222891182,2.526939783,21.45422175,13.77720588,30.06263286,16.22757081,187.9047547,0.051571175,0.542639679,0.553545575,19.34923137,0.575566932,0.614041616,0.523759754,0.417452038,0.562033103,0.375340263,0.401767628,0.223450167
4,367.6183665,31134.545,454.68817,499.61254,14156509,113.10704,613.72147,163.7760297,152.616375,200.1086861,101.6824164,99.45884618,7.997383827,2.443442527,2.133488107,4.116209388,2.481043733,9.472487323,33.1787343,184.1086861,0.043438384,0.070042481,0.133409537,40.06630713,0.541098352,0.553195519,0.560403842,0.354150296,0.454803469,0.246723052,0.103306743,0.357843204
5,336.6735925,38074.927,387.99701,499.61104,14772958,83.833255,678.17024,147.6035311,120.6663733,207.9337803,91.80225537,85.18432415,7.464728997,1.66634962,2.566203167,5.634495254,5.73540377,37.10670276,34.72334035,191.9337803,0.038892211,0.199846641,0.345871991,41.46653039,0.50603508,0.545348714,0.442745249,0.574571453,0.495805421,0.40168079,0.366646384,0.376518906
6,158.877915,21723.47,187.59209,499.63249,4075151.2,0.084022603,1212.6408,66.42357062,55.92923274,151.1229627,65.00969954,69.39482147,15.0376624,3.028265109,1.853674985,14.36882544,26.94377903,15.47718041,12.99850026,135.1229627,0.111288726,0.446863434,0.534254129,26.03077379,0.873561583,0.818360431,0.379239995,0.491334786,0.468993998,0.749114393,0.297501203,0.281314977
7,239.9941611,28405.309,351.99649,499.61671,9998568.9,2.2450046,828.31803,106.5846012,100.6969127,174.1094885,86.88344687,95.20681883,7.071611485,1.66114382,1.6454591,5.721450451,6.59272485,31.84770783,24.57365617,158.1094885,0.044726041,0.294318728,0.333300264,26.82495871,0.793409459,0.724046339,0.484490081,0.502879551,0.515153849,0.537294434,0.428498762,0.33308403
8,329.4721213,31990.571,451.58185,499.60144,14446361,52.096342,654.8793,148.9191712,130.8460122,194.0353512,99.79854639,98.91629896,7.675029919,2.205331663,2.651779149,4.443307051,3.76500537,26.2025077,31.55281418,178.0353512,0.043109584,0.125857652,0.231945495,31.63377882,0.600453225,0.605808746,0.538980829,0.518293566,0.466885472,0.333375215,0.292570724,0.358542021
9,135.5022306,19357.602,154.73765,499.67467,2995349.9,5.26E-07,1399.4763,54.11250676,53.97506522,143.65879,59.33718776,59.82794628,14.31369341,2.52743316,2.739317585,7.748532365,21.92546975,20.19094375,13.54061888,127.65879,0.112124621,0.522586257,0.523798851,27.27721703,0.883054781,0.875811232,0.228078335,0.523227874,0.225816459,0.634236974,0.451342711,0.302789816
