,Leq,Mode1_Q-factor,Mode1_R_divide_Q,Mode1_frequency,Mode1_shunt_impedance,Mode2_R_divide_Q,Mode2_frequency,R3_left,R3_right,Req,cocave,concave_L,nose,r0_left,r0_right,r1_left,r1_right,r2_left,r2_right,random1,random2,random3_l,random3_r,random4,random5_l,random5_r,random6_l,random6_r,random7_l,random7_r,random8_l,random8_r,distance_499.8
185,297.6117869,30281.59,466.28749,499.91023,14119927,20.425986,696.83094,132.5521104,140.7817866,186.9835943,102.4101243,104.2755824,3.770594989,0.789328328,0.961643319,2.720349453,2.523697089,40.68534369,36.17637072,170.9835943,0.022052379,0.207285851,0.158069126,16.04821373,0.700749009,0.688212825,0.436542731,0.529672009,0.520464192,0.518499093,0.47312422,0.415196972,
186,187.3363775,29460.086,252.39741,499.79066,7435649.4,0.62228964,1047.4845,84.16919348,80.37226298,190.0630575,61.98819966,73.21418042,4.502501254,0.931261354,1.19558698,6.463958734,6.763208753,38.02270972,21.48142657,174.0630575,0.02586707,0.503603931,0.525996701,18.9979905,0.781633353,0.661784972,0.441190496,0.501710875,0.531195696,0.470734215,0.528898622,0.301618731,
187,294.1404265,23887.958,468.82364,499.7638,11199239,6.6254925,669.06867,109.5213151,102.1639957,151.4167009,113.0212373,115.4133411,3.29231295,0.568277835,0.819164975,2.242585295,2.231046367,28.51462458,27.81297674,135.4167009,0.024312459,0.171074192,0.226758987,75.09779642,0.78474994,0.768484894,0.392912083,0.519897227,0.560696946,0.521421963,0.439571956,0.437819824,
188,344.0202354,35072.014,452.18469,461.53972,15859028,38.760469,629.16294,156.9409176,129.4025874,211.7276695,103.7391745,114.8426457,4.00059367,0.803462453,1.09187085,2.836430961,3.216446957,49.78984632,31.56063871,195.7276695,0.020439592,0.181435815,0.325068789,30.13840024,0.667650527,0.603099259,0.423753868,0.500699529,0.526055522,0.454908204,0.497918153,0.330102015,
189,233.7350437,21015.614,386.19157,490.68258,8116053,0.14406173,827.3248,91.28224773,106.7829882,137.408995,110.0342167,100.5865654,1.902177866,0.082016776,1.419724521,1.933871002,0.392090673,27.04946838,41.15917659,121.408995,0.01566752,0.236175392,0.106469482,20.16906741,0.860688785,0.941529477,0.187999695,0.914291444,0.77065228,0.183665213,0.471732446,0.693293232,
190,245.8347069,36020.291,332.25133,514.8607,11967789,19.544069,853.84997,112.0040106,107.9520023,203.8019293,56.95979716,82.40351954,4.733038734,0.866234,1.188345357,6.279766266,5.916987734,48.68176847,34.387621,187.8019293,0.02520229,0.388186544,0.410320333,21.82668563,0.670397769,0.46339915,0.466658569,0.433174791,0.607810536,0.420385234,0.541554571,0.36474106,15.0607
191,156.34763,23213.603,203.84798,500.18558,4732046.1,0.010351609,1239.3606,67.69288609,67.06157233,160.3112229,67.06360455,69.56814356,4.276344829,1.033741878,1.305543919,3.740200298,5.901798835,23.21140872,14.23174718,144.3112229,0.029632795,0.516599814,0.521108075,20.96185786,0.889916189,0.857878108,0.373225426,0.660597083,0.352308542,0.537850895,0.410603455,0.251826759,
192,323.189569,22488.275,523.41157,498.20494,11770624,22.563341,613.91917,116.2342918,117.0382147,151.5704302,115.2818342,123.5037535,2.445959462,0.550400322,0.623527358,1.472092724,1.397700283,30.9150336,21.52738491,135.5704302,0.018041983,0.126875088,0.120836207,89.1131396,0.764280567,0.713400711,0.473876223,0.507035665,0.525141183,0.497231859,0.470125496,0.324386924,
193,221.6687418,36579.339,298.5968,534.90523,10922473,1.89E-06,925.27148,102.6967062,100.8312304,205.0137535,51.4472149,57.23445687,5.958378621,1.352625798,1.374709909,10.77997138,7.193848317,52.42790249,25.25921663,189.0137535,0.031523519,0.438985573,0.449176346,16.27532945,0.51639628,0.464181052,0.538499662,0.353099429,0.5784354,0.346589737,0.578406134,0.278187606,
194,314.6079207,31515.64,470.27558,499.30333,14821036,38.520174,679.46328,148.6687302,134.3367104,193.2731628,95.27034378,110.1671246,3.347988268,1.090948316,0.263015753,2.184250527,2.983588661,40.7332102,37.29499887,177.2731628,0.018886041,0.145214426,0.227617792,17.27046035,0.700345524,0.605644916,0.678524467,0.193842098,0.519763974,0.594725079,0.451558372,0.408509991,
195,173.2745368,26558.401,227.75047,499.5198,6048688.3,0.15301052,1123.6033,75.62440893,70.97432617,176.9501229,67.38903239,69.5761058,5.602961882,0.948612851,1.806301631,8.360826066,7.142468496,31.05342416,19.20465079,160.9501229,0.03481179,0.513190917,0.543124408,22.0257189,0.803073632,0.777829607,0.384418597,0.582548856,0.559580087,0.446598601,0.482386907,0.312679709,
196,257.6935809,37228.565,345.53391,517.89677,12863732,27.053339,825.34212,119.2916151,113.7431137,206.0333575,63.90968126,77.64598196,4.774346291,0.996233679,1.233876911,5.52183122,4.982537108,43.50209371,39.47566101,190.0333575,0.025123727,0.356081983,0.386031951,19.1103507,0.602622554,0.496012986,0.448747078,0.429558484,0.535007798,0.398361499,0.455874453,0.409578639,18.09677
197,317.9906479,26546.44,508.57457,498.67249,13500844,23.094266,643.53965,129.4466031,130.0499276,171.6129501,112.1342301,113.7343569,2.887388431,0.663210586,0.727181665,1.80995168,1.641299235,38.27114876,25.30188193,155.6129501,0.018554937,0.15242346,0.148473077,57.89079263,0.715331458,0.705267471,0.470238303,0.470738297,0.511540865,0.464994587,0.495927735,0.326935814,
198,206.6641689,25532.756,315.0653,510.22248,8044485.4,0.22782477,948.20188,92.1219644,93.34409337,159.2774552,87.03132711,87.02990144,3.672905116,0.724511048,0.879249705,2.986325791,2.847360875,32.08920046,23.73292645,143.2774552,0.025634913,0.34012205,0.331367829,19.97598219,0.842235032,0.842248829,0.381254778,0.448189967,0.482607643,0.465878092,0.482106824,0.354016573,
199,379.7504561,29250.283,537.10045,425.70544,15710340,30.414641,544.57893,157.7486956,161.5493316,205.9934163,130.558792,138.1873782,3.406231531,0.616077471,0.870735619,2.400535684,1.821039977,44.05651152,32.77724243,189.9934163,0.017928156,0.154557716,0.134188493,56.65179287,0.72777992,0.687603082,0.423435633,0.457983878,0.572856541,0.44183583,0.467102461,0.343591356,
200,311.0600178,21873.229,515.0436,498.7429,11265666,15.210851,626.06501,111.5743438,112.7903484,146.9485311,114.6321418,122.5676271,2.313871291,0.492262213,0.64880038,1.440375522,1.200679938,29.08253136,19.76239056,130.9485311,0.017670082,0.132626121,0.123172957,85.479321,0.788064168,0.737041955,0.464355798,0.51178001,0.54185133,0.452116049,0.459821949,0.309336617,
201,257.4306535,34102.164,362.97327,499.14523,12378174,10.718013,803.458,119.9712506,109.8141287,198.8975714,80.13362475,88.83324509,4.398146606,0.970711536,1.231372213,4.040710437,3.936666836,47.45010893,23.98328496,182.8975714,0.024047048,0.327889988,0.384792815,17.48815229,0.690152815,0.622564746,0.436963012,0.47588812,0.49490181,0.411678413,0.523947148,0.27248756,
202,264.671965,24424.324,446.32568,500.02891,10901203,4.1246003,730.84041,112.6523987,119.3892093,158.9227224,103.0328593,108.6779943,3.294016485,0.650545219,0.98222185,2.153253436,1.891265967,31.39113424,25.14836447,142.9227224,0.023047535,0.193200295,0.14495226,25.89354632,0.821227849,0.778570252,0.404089316,0.565105449,0.511263973,0.472339812,0.453257308,0.355479828,
203,350.0899353,32746.134,463.63565,434.20894,15182275,20.156727,596.16246,157.5144025,122.7103722,211.2480371,114.2656673,127.6906303,3.925180777,0.655561696,1.103492797,2.753011363,3.092863953,43.62495009,24.077017,195.2480371,0.020103561,0.176708912,0.358621471,35.06113025,0.729473301,0.652778934,0.362947138,0.507416386,0.539838234,0.445954603,0.445504674,0.265595001,
204,201.0395298,31016.088,284.0183,518.46451,8809136.4,2.4397112,992.27771,90.95202984,87.67873299,188.2435555,61.00496095,75.86831212,4.734114965,0.984597378,1.203252482,6.254841705,6.442428035,42.20948911,23.44756892,172.2435555,0.027485005,0.457033409,0.476574379,19.13547011,0.754760143,0.606895181,0.455869341,0.471063588,0.54377457,0.460441635,0.559154684,0.30661998,
205,436.7698387,26420.8,571.12462,377.61733,15089569,21.904267,459.53162,159.403834,161.3161006,205.5299823,161.5818616,163.7215681,3.47520536,0.836143394,0.871053201,2.223819859,1.885370857,38.58722087,30.29902879,189.5299823,0.018335913,0.143242455,0.132964478,114.1376374,0.749692647,0.739894779,0.527830707,0.469185632,0.544167132,0.465780787,0.419107278,0.32766934,
206,237.2913528,36860.123,304.23747,501.27905,11214231,15.439806,867.47805,100.0822976,103.2160759,212.7232939,59.65317497,65.77950342,5.284649946,1.102075419,1.215498488,9.222281863,7.811179937,46.80491795,35.51576686,196.7232939,0.026863367,0.477209535,0.460839913,30.85920092,0.554419726,0.502784229,0.477104592,0.420345117,0.562899308,0.45281751,0.530812082,0.386615345,
207,244.2732401,28400.908,377.3442,500.03433,10716918,2.3016824,816.716,111.9145475,111.0181476,174.7617823,93.41864855,96.70535459,4.322110921,0.83144866,1.159161232,3.308906932,3.254327085,36.74403863,33.83853026,158.7617823,0.027223875,0.275351038,0.281155246,20.44414514,0.791780177,0.764870098,0.384490768,0.516088543,0.499673377,0.480334696,0.477160374,0.437546173,
208,164.7600316,24923.306,217.72127,499.83671,5426333.8,0.028111891,1179.1338,73.22980086,70.56958658,169.121077,66.14210467,72.14902651,4.286151974,1.356950244,1.108412453,3.495558316,5.803609908,28.21303276,13.13730696,153.121077,0.027991914,0.507979724,0.525853313,18.30042984,0.875807389,0.802890168,0.470199495,0.512616494,0.326691341,0.495523135,0.460627175,0.217365047,
209,328.5702163,36469.455,427.23855,475.83601,15581157,42.333545,664.61627,152.3000783,127.5499285,212.2213892,93.26583099,106.4744834,4.18395767,0.902705409,1.072038825,3.19079614,3.576338487,51.91465049,29.81762516,196.2213892,0.021322638,0.20692504,0.335806944,23.97005967,0.648107943,0.567707153,0.458453135,0.464330632,0.529387113,0.448181957,0.513182363,0.306239116,
210,285.634381,30600.353,444.54892,499.88493,13603354,14.415682,720.76981,130.3776434,131.7255517,186.7090494,99.7534329,101.4488693,3.867080613,0.76602905,0.885388859,2.839688271,2.597372769,40.52819544,32.73610699,170.7090494,0.02265305,0.218556072,0.21047712,22.18327766,0.710340743,0.698469369,0.40959471,0.436620155,0.516376189,0.475618878,0.47164799,0.378677657,
211,189.0284356,25530.72,267.62875,499.70535,6832754.6,0.074596088,1036.5987,85.08283596,85.43689405,164.4786084,79.48529476,81.47092341,4.018312108,0.745802589,0.727399745,3.80591333,4.532830503,32.68261649,22.14414716,148.4786084,0.027063239,0.411029617,0.408578715,18.15464748,0.861996484,0.840987701,0.358099814,0.418439945,0.481706067,0.567390211,0.497130686,0.334000555,
212,300.8354546,37130.374,394.99243,485.00465,14666216,31.951981,716.8676,141.0866332,122.3791676,212.070503,84.90823825,95.40172575,4.675648205,1.050561117,1.333017429,4.016479202,4.286383982,53.87211754,30.92957884,196.070503,0.02384677,0.262850439,0.360593221,18.66218825,0.634245228,0.564482922,0.466305464,0.50570221,0.518153187,0.436233651,0.532636572,0.319076365,
213,148.1471185,20593.431,190.95433,500.26729,3932404.8,0.07288796,1305.0559,62.64928041,67.08728148,144.2043582,67.5400144,67.14483882,6.512019666,1.245541915,1.138074074,7.049086833,7.99227821,23.68761542,14.0476456,128.2043582,0.050794058,0.485183035,0.448714009,13.97255558,0.906461624,0.911796531,0.374736099,0.42212718,0.489592425,0.585989353,0.469093803,0.264675527,
214,317.5359451,28335.516,503.47958,499.54365,14266354,33.773756,657.47816,144.059282,134.8712911,182.3688626,104.0330995,113.9384802,2.596390878,0.759143667,0.382515984,1.535727077,2.123360967,35.9578506,34.51742993,166.3688626,0.015606231,0.120369373,0.176471542,29.41738116,0.717641463,0.655252428,0.582364968,0.389328859,0.497936491,0.621589729,0.428738734,0.40815983,
215,223.3924923,25490.437,345.26951,499.38611,8801070.8,0.51601765,875.02599,100.9270734,100.3623783,160.6955038,91.63152551,96.3628208,3.5701433,0.690477588,0.978230197,2.685020678,2.697337312,33.63329763,24.36962227,144.6955038,0.024673492,0.284840988,0.288842361,21.53834539,0.862722107,0.820363519,0.38770465,0.538116517,0.501158096,0.490810905,0.489939238,0.351989849,
216,278.1594633,33730.317,396.29899,499.57528,13367291,15.928497,752.4278,125.8992938,110.3840034,194.9507382,85.79605422,97.37215411,3.799507705,0.752706619,0.804378663,3.124900112,3.999406636,45.16190262,23.73608995,178.9507382,0.021232143,0.281196635,0.369778887,26.36087567,0.700117501,0.61688395,0.400756575,0.444994528,0.505669111,0.52425028,0.505180225,0.27605893,
217,326.0391758,30039.696,491.54466,499.48021,14765852,41.715981,658.33734,152.9328246,130.1930631,188.2418563,100.3284238,114.5606374,3.289731866,0.860254073,0.200369213,1.857253884,2.778195093,45.04362497,39.97763605,172.2418563,0.019099491,0.094815616,0.229408547,20.1735265,0.702741547,0.615437844,0.513856706,0.144701661,0.49110966,0.579082507,0.519312935,0.458945242,
218,291.2236828,23751.525,486.57169,499.86621,11556820,8.7123711,669.63476,112.7419189,118.4789685,155.6652933,109.315439,115.7444774,2.724997115,0.517039892,0.72235293,1.841282808,1.533309587,31.16389154,20.41611126,139.6652933,0.019510911,0.176707499,0.134812967,54.26574573,0.794883687,0.750731794,0.420748915,0.505522706,0.549043136,0.475624098,0.462184646,0.296930886,
219,239.3125556,34407.873,331.46762,499.46577,11405096,8.1175261,855.05535,110.0070596,108.0380848,202.9081547,73.66387272,79.86479704,4.029675692,0.888173882,0.893407681,4.477223463,4.99579373,46.01673019,24.44455961,186.9081547,0.021559657,0.398469081,0.409235655,19.29843639,0.667451792,0.615628984,0.432416611,0.450420552,0.490287207,0.507777584,0.514827762,0.272227201,
220,409.3601679,26301.655,561.97782,384.15354,14780947,18.307748,483.8532,160.1945267,161.9404235,204.0113048,150.8578092,161.3010401,3.322175187,0.706772808,0.931524813,2.094123124,1.745486496,42.18163051,28.66201565,188.0113048,0.017670082,0.132626121,0.123172957,85.479321,0.788064168,0.737041955,0.464355798,0.51178001,0.54185133,0.452116049,0.459821949,0.309336617,
221,201.4761706,31643.043,272.66663,499.89741,8628001.8,3.53E-06,986.77455,90.96476846,92.29365546,198.4908201,55.59564697,78.02574158,4.931933726,0.846752672,1.289126498,7.606780196,7.215555291,41.7703299,22.60680623,182.4908201,0.027025654,0.487692391,0.480208187,16.88885968,0.774540645,0.551883102,0.421185135,0.46249147,0.59236984,0.434835888,0.542783424,0.273677953,
222,291.1408827,40795.973,343.1377,499.90257,13998636,2.26E-06,739.95161,128.932817,120.9520772,219.5066391,60.50752111,80.4877022,4.393843955,0.708204866,1.063539418,6.618434092,5.559499697,56.49243391,34.89928922,203.5066391,0.021590666,0.352463427,0.392544928,33.2752487,0.552912401,0.415658018,0.511832125,0.426544573,0.685089794,0.432527865,0.544610764,0.331576803,
223,388.5274789,29170.506,538.5483,422.61043,15709726,33.505134,533.60399,158.7571384,163.5965403,207.8204858,135.1672821,134.7764531,4.160510085,0.875724312,1.125677037,2.699490488,2.498133711,40.80327063,31.13208172,191.8204858,0.021689602,0.154017058,0.128228916,61.33439822,0.693780803,0.69579265,0.442609071,0.544375184,0.524445257,0.502985672,0.428076319,0.325618951,
224,251.4390569,24726.655,412.42431,497.72143,10197873,3.2550848,771.69831,110.0606916,112.4192076,158.7951527,98.39862525,107.6233977,3.40095381,0.674413078,1.211747335,2.310555232,2.052986797,31.93435553,25.99003074,142.7951527,0.023817012,0.210435639,0.193515882,26.6006418,0.856059508,0.782683696,0.412265353,0.660343321,0.518996306,0.460437758,0.46433185,0.369588069,
225,159.4657732,23503.669,204.57127,491.16623,4808175.4,0.010457781,1215.2931,69.25195768,68.60610379,163.6349329,68.40109794,70.95558661,4.374835647,1.057550548,1.335612609,3.834695263,6.051189194,23.76056233,14.56822517,147.6349329,0.029632795,0.516599814,0.521108075,20.96185786,0.889916189,0.857878108,0.373225426,0.660597083,0.352308542,0.537850895,0.410603455,0.251826759,
226,288.8788065,35904.751,383.11953,489.83951,13755811,24.36008,733.12085,131.741562,109.2778784,205.9892853,78.47897375,96.13653291,4.732619571,0.99898929,0.76291381,4.459978416,6.466649144,33.46038944,37.86440124,189.9892853,0.024909929,0.288870058,0.410127144,25.39568254,0.665583842,0.543334935,0.473257493,0.382887655,0.553972395,0.578980203,0.349896886,0.421094703,9.96049
227,331.4123028,22841.482,526.43257,469.49373,12024500,15.85541,590.00629,121.6407762,122.9664909,158.7629366,122.1323858,130.5870804,2.522632806,0.536674971,0.707336285,1.575373459,1.313183761,31.78941399,21.60148349,142.7629366,0.017670082,0.132626121,0.123172957,85.479321,0.788064168,0.737041955,0.464355798,0.51178001,0.54185133,0.452116049,0.459821949,0.309336617,
228,176.6990382,25886.628,241.67496,499.30486,6256149.8,0.22419693,1106.4626,80.35300322,80.0862169,170.9905689,69.66333828,77.10669344,4.681805096,0.777058286,1.193207171,5.090220754,5.679994461,31.44524763,23.61290702,154.9905689,0.030207032,0.465413718,0.46718864,15.9930318,0.872746046,0.788497085,0.320173745,0.509402883,0.481612466,0.499687761,0.482229112,0.355320018,
229,137.1691821,18739.045,158.0392,499.88165,2961503.6,0.47928132,1397.7283,47.60425901,59.45499393,136.6854665,61.9992996,62.0949307,11.3302109,1.923622622,3.203883981,13.22242431,9.634628731,14.67582042,15.18678051,120.6854665,0.093882149,0.564682477,0.456313338,18.25919426,0.905377283,0.90398293,0.329851661,0.476977155,0.485289289,0.407154936,0.372565416,0.323197135,
230,314.3298907,36784.868,415.3606,488.34629,15278985,42.012467,694.62947,145.8528687,130.1192463,210.0713524,89.32980624,98.44430755,4.479825261,0.937837235,1.270072842,3.499133423,3.581381264,50.68538673,30.67021832,194.0713524,0.023083393,0.230699436,0.313686385,22.62415339,0.626375731,0.568382511,0.425220933,0.495796331,0.507675146,0.42817354,0.503896181,0.311495253,
231,275.1284313,27560.719,449.77983,496.8409,12396255,6.3938267,725.55506,124.1529853,124.8904098,174.1905087,104.7720488,104.9696864,3.220137342,0.649083013,0.848630785,2.225797639,2.159560553,38.0875198,29.69730505,158.1905087,0.020356072,0.198859858,0.194101371,25.34761173,0.763059535,0.761622841,0.417723603,0.532609581,0.517456097,0.505193481,0.484317707,0.376955978,2.9591
232,306.6022959,30489.918,477.39416,493.29352,14555709,24.832139,679.28433,141.6885666,141.8607481,190.8469456,101.7955713,108.9023044,3.612990891,0.768869187,0.855087486,2.451685038,2.168710195,42.941103,30.61615192,174.8469456,0.020663735,0.17254398,0.171538447,22.88079978,0.710381532,0.664023542,0.442431501,0.431517199,0.519006122,0.451539224,0.485399452,0.341811688,
233,260.9682212,38102.228,335.60698,499.88242,12787374,25.234973,810.37449,117.9032148,116.2737726,214.7405627,66.44312121,73.95938134,5.301307801,1.173625836,1.437981412,7.326129004,6.168630823,47.25416538,33.22114683,198.7405627,0.026674513,0.390489718,0.398913252,25.16179158,0.566807568,0.509204691,0.507648473,0.477496297,0.563902541,0.431932108,0.481695923,0.334784437,
234,233.3203338,24759.422,373.78164,499.39277,9254617.2,0.59401658,831.455,102.4932396,104.5916526,157.0083079,97.75109846,98.7110951,3.254864928,0.667843583,0.846954502,2.326070241,2.293055113,31.20740892,24.97539866,141.0083079,0.023082788,0.25596604,0.240732933,24.13702849,0.846142241,0.83791324,0.413337025,0.525613814,0.50359348,0.504937148,0.462573532,0.366583592,
235,123.9061675,16985.083,131.43125,496.87695,2232370.8,4.28E-05,1523.22,50.50639109,53.30304933,131.8945294,55.91630466,55.82638006,18.09593768,2.808927884,3.95504452,18.67142642,20.75244052,14.24406554,15.54470351,115.8945294,0.156141431,0.483567297,0.454971198,17.30006879,0.901107365,0.902558861,0.297474027,0.488963544,0.478192347,0.55301412,0.352786406,0.369941455,
236,259.6845365,39057.656,325.90163,511.52934,12728953,1.22E-06,809.8134,113.3141837,117.7275911,214.3663223,57.4335127,70.37158701,4.863670723,1.079423801,1.172457903,6.669068955,5.941356491,47.07912114,41.64652823,198.3663223,0.024518631,0.414405008,0.391597014,24.2293544,0.541977493,0.442332943,0.458876638,0.409023646,0.516349236,0.410634543,0.488600604,0.405023864,
237,338.1415935,32762.058,477.02855,468.20234,15628437,40.668033,634.76341,160.4355666,144.9691957,207.3039836,102.3968684,118.4079758,3.612974928,1.177294721,0.28383293,2.359259636,3.224730652,43.98579853,40.28209726,191.3039836,0.018886041,0.145214426,0.227617792,17.27046035,0.700345524,0.605644916,0.678524467,0.193842098,0.519763974,0.594725079,0.451558372,0.408509991,
238,193.2423053,30357.082,261.71708,498.95754,7944966.9,0.89345049,1018.5656,86.64449272,87.37863203,193.8821975,68.21179038,67.86670748,4.560799735,1.038991639,1.22845867,6.547725275,5.516873819,38.53588787,18.35111564,177.8821975,0.025639439,0.500093504,0.495857793,18.48504124,0.702400102,0.705971607,0.451269409,0.465760056,0.495181624,0.421694521,0.512125341,0.242415451,
239,308.8117143,27606.105,489.02006,491.05936,13499939,15.892303,659.11262,131.3343099,126.2790974,175.8466809,110.8383653,113.1622068,3.08661653,0.572305545,0.76639373,2.082237937,1.885998285,37.78580617,28.5160022,159.8466809,0.019309857,0.162195356,0.194443445,46.14309439,0.732888045,0.717837829,0.402943319,0.464689944,0.539847997,0.465674389,0.47570374,0.360797285,8.74064
240,213.6019669,33720.656,284.69154,499.41244,9599985.5,4.872149,937.22086,92.58783709,94.57579408,205.2445015,62.64099273,67.42214453,4.604163159,1.209968472,1.242535553,6.683668149,7.065351262,43.93834749,23.73003848,189.2445015,0.024329178,0.498550328,0.487783683,24.45037871,0.631287675,0.586520748,0.500338799,0.52016709,0.474758338,0.481181747,0.540174431,0.283183947,
241,330.4856148,26856.1,516.94958,484.48848,13883250,26.947934,620.54632,133.6957814,136.916911,177.0239511,113.6214637,120.2603971,2.886862451,0.522140348,0.737969201,2.023670831,1.535792291,37.19068225,27.675439,161.0239511,0.017928156,0.154557716,0.134188493,56.65179287,0.72777992,0.687603082,0.423435633,0.457983878,0.572856541,0.44183583,0.467102461,0.343591356,
242,320.0765859,33625.738,446.36298,493.43321,15009285,36.664525,673.80763,144.9690928,119.5314517,196.7970994,96.51897585,106.8496506,3.695418913,0.742172435,1.008580357,2.614609715,2.960108512,45.92907858,29.10430361,180.7970994,0.020439592,0.181435815,0.325068789,30.13840024,0.667650527,0.603099259,0.423753868,0.500699529,0.526055522,0.454908204,0.497918153,0.330102015,
243,227.1819761,30765.601,321.48387,499.3086,9890644.4,2.322583,883.30679,103.2965535,90.2922741,186.006881,74.04195377,91.77690449,3.841466288,0.754716863,1.09976159,3.733273457,4.202839862,39.98064175,21.95955491,170.006881,0.022595946,0.378351063,0.45661211,20.58886918,0.807959382,0.651829472,0.402810374,0.516177378,0.512262239,0.445371025,0.508123424,0.292102178,
244,142.4046548,21606.863,179.4261,499.49245,3876835.2,3.45E-06,1318.922,61.8484891,62.22703953,155.7527949,62.67992543,64.55931339,4.571902385,0.866985921,1.617533792,5.26828466,4.165301773,24.26472835,13.3184615,139.7527949,0.032714211,0.5424761,0.539675775,17.95057572,0.906702291,0.880307256,0.335610862,0.534141107,0.434960137,0.337630371,0.461658999,0.25068465,
245,302.5422797,23870.876,502.3117,499.77594,11990620,13.891114,650.65321,113.5345902,121.9452755,157.1203554,110.9415854,117.5787164,2.516010418,0.456530144,0.782001389,1.889097731,1.331106578,27.33728222,24.11718659,141.1203554,0.017828827,0.180872792,0.120191538,58.65172861,0.777271306,0.73339558,0.462432282,0.570862115,0.607618178,0.455542647,0.40139555,0.345828534,
246,291.5659543,34072.907,418.82081,497.14978,14270442,25.596168,727.47357,132.0121761,133.1717649,199.5346755,88.58133314,100.0158639,4.277773576,0.913764641,1.310574473,3.799112701,3.109679708,46.65927368,27.35911887,183.5346755,0.023307713,0.263558755,0.257089889,25.22242457,0.686059963,0.607624668,0.488455331,0.548298784,0.562687691,0.441238302,0.505539794,0.287467676,
247,255.5884753,35775.737,346.14841,492.20138,12383714,13.615032,813.15729,116.0874143,116.5004346,208.8641754,73.3433084,84.90694873,4.210761466,0.931670541,1.048261992,4.851916871,4.773985519,50.50194092,28.11368701,192.8641754,0.021832782,0.384652459,0.382463152,22.58760603,0.664403578,0.573917179,0.471738931,0.474242027,0.530970666,0.475060612,0.543121866,0.292289801,
248,181.1098237,28900.904,250.10285,516.08376,7228198.7,0.6083378,1083.2075,81.0559166,77.39942816,183.6247578,59.9278798,70.78073936,4.335961306,0.896815563,1.151364229,6.206538709,6.492304157,36.58934367,20.67392447,167.6247578,0.02586707,0.503603931,0.525996701,18.9979905,0.781633353,0.661784972,0.441190496,0.501710875,0.531195696,0.470734215,0.528898622,0.301618731,
249,200.6512801,25017.716,304.5351,511.64243,7618772.8,0.3472115,974.12493,89.38893707,92.01686465,157.0104376,83.42676578,87.53803026,3.616179617,0.694990692,1.004122183,2.933096494,2.846040776,31.10683059,21.22175222,141.0104376,0.025644766,0.349398305,0.330271396,16.61755078,0.872538966,0.831559766,0.369778001,0.521785731,0.480257867,0.467837376,0.481066798,0.319424885,
250,265.6689618,30527.573,402.07937,499.78262,12274507,7.9196615,765.57639,113.9594792,122.6862576,183.830613,94.55873021,97.68808399,4.305673807,0.84532747,1.110271522,3.477539082,3.157673726,37.08904122,32.10823957,167.830613,0.025654877,0.303106427,0.249739776,20.29644672,0.735412096,0.711853801,0.389450412,0.497913615,0.495882598,0.482114116,0.458020123,0.381863417,
251,331.8016721,31993.904,458.0208,443.80886,14653873,15.630052,622.8127,154.7629289,123.5099043,205.5548699,113.4286813,122.2146059,4.042162627,0.919342739,1.143942069,3.056568671,3.046927668,47.02317728,25.08103014,189.5548699,0.021324499,0.165755645,0.334224021,22.27581436,0.736672634,0.683713741,0.554028597,0.511771238,0.589482679,0.447013696,0.493086835,0.280932026,55.99114
252,165.0179147,24128.062,216.0992,488.07237,5214054.9,0.066873835,1177.1516,73.47149025,73.75473846,166.6326231,69.89328317,73.95184724,3.923134711,0.867843954,1.224101382,3.444594754,5.126676908,28.09242081,13.63797631,150.6326231,0.02604439,0.499204236,0.497273562,17.50843777,0.896288714,0.847099338,0.349016541,0.656824438,0.366185148,0.524954876,0.462477448,0.221254477,
253,227.914471,36057.228,300.05014,499.82856,10818976,11.23434,894.80951,106.2235344,103.9595306,213.5983006,61.95930222,64.17953717,5.100201608,1.190601171,1.328105377,7.717933604,6.625649516,51.56934638,25.69964681,197.5983006,0.025810959,0.448183983,0.459945157,15.4674023,0.563189664,0.54370661,0.467941412,0.440917817,0.501129893,0.409408023,0.554059886,0.279282267,
254,350.8949739,32690.1,490.26652,451.16917,16026861,34.275882,604.33802,153.3612113,158.7445883,210.7180176,115.2904692,119.9528059,3.953442445,0.980682125,1.123748766,2.783801917,2.309716725,46.74224168,34.31460109,194.7180176,0.020303424,0.196070805,0.167850802,33.40579739,0.683696347,0.657122374,0.514663428,0.511309819,0.518019431,0.44408336,0.475709582,0.344756441,
255,324.3202858,25142.211,506.73961,488.69329,12740554,20.016049,623.60344,122.9914968,120.6654813,164.2284887,115.1239626,122.5078683,2.892481721,0.642089586,0.796724195,1.816931698,1.775368365,34.41124894,27.7175181,148.2284887,0.019513669,0.153743801,0.1697482,78.33729217,0.755474595,0.709939943,0.466306169,0.54672779,0.523948605,0.496190638,0.477157079,0.382630161,11.10671
256,267.3937379,36888.265,357.22819,499.28172,13177528,23.039201,792.32274,119.8174471,122.3320197,209.597777,72.70440335,84.2582799,4.450570679,1.010216254,1.019538983,5.190879409,4.917207242,50.07868059,31.11150657,193.597777,0.022988749,0.366538637,0.353244375,22.72969863,0.630218797,0.543800344,0.50522589,0.444981423,0.550724174,0.485190855,0.526225369,0.312519316,
